rating,diffcount,set_id,beatmapid,bpm,ranked_date,difficultyrating,favourite_p,favourite_count,language,genre,creator,artist,playcount,passcount,successrate,total_lengths,ar_in_order,cs_in_order,hp_in_order,od_in_order,aim_difficulty,approach_rate_diff,overall_difficulty,slider_factor,speed_difficulty,speed_note_count,top_map_player,pp_value,max_v,mean_v,max_x,min_t,mean_x,max_a,mean_a,max_rhythm_complexity,max_angle,min_angle,mean_angle,40-80 Hz,80-250 Hz,250-600 Hz,600-4000 Hz,4000-6000 Hz,6000-8000 Hz,8000-20000 Hz,Avg of IV 1,Avg of IV 2,Avg of IV 3,Avg of IV 4,Avg of IV 5,Avg of IV 6,Avg of IV 7,Avg of IV 8,Avg of IV 9,Avg of IV 10,3 Percent of IV 1,3 Percent of IV 2,3 Percent of IV 3,3 Percent of IV 4,3 Percent of IV 5,3 Percent of IV 6,3 Percent of IV 7,3 Percent of IV 8,3 Percent of IV 9,3 Percent of IV 10,97 Percent of IV 1,97 Percent of IV 2,97 Percent of IV 3,97 Percent of IV 4,97 Percent of IV 5,97 Percent of IV 6,97 Percent of IV 7,97 Percent of IV 8,97 Percent of IV 9,97 Percent of IV 10
9.175414364640885,8,1029446,2152663,215,70378480,7.35,0.0049750670827911,432,5,10,6566632,USAO,86833,6252,7.2,132,9.8,3.8,5.6,8.8,3.762500047683716,9.800000190734863,8.800000190734863,0.9825699925422668,3.221139907836914,182.16099548339844,12736534,574.931,6.405157683347087,1.3585176478679464,441.955880150949,69,137.10011227037387,4.406847443583679,0.532668221566232,2.898550724637681,88.29229140804767,0.0,50.29701930659779,175.7491752900633,177.1445086365533,171.9717865204145,297.5251216667309,3192.879514875589,6898.650683777855,5027.912214493151,4126.464628251161,3539.974899967641,2356.0428761354683,1623.9945283798538,1404.7346676133066,1456.6569632832166,1542.4351683583664,1559.1549921139344,1158.953412115824,935.5033372172726,123.79393884753485,106.19924699902924,70.68128628406404,48.719835851395615,42.1420400283992,43.699708898496496,46.27305505075099,46.77464976341803,34.76860236347472,28.065100116518177,4002.670689403626,3433.775652968612,2285.361589851404,1575.2746925284582,1362.5926275849074,1412.95725438472,1496.1621133076153,1512.3803423505165,1124.184809752349,907.4382371007543
9.175414364640885,8,1029446,2217658,215,70378480,5.37,0.0023064602242391,432,5,10,6566632,USAO,187300,46514,24.83,132,9.1,4.0,5.4,8.0,2.558650016784668,9.100000381469728,8.0,0.985496997833252,2.580280065536499,150.8560028076172,6574823,560.826,3.2537765045701774,0.7510121651318441,417.2061840385399,69,104.51018500234464,2.0833357209227046,0.3354447760878163,2.898550724637681,89.65431532371484,0.0,47.902727997584144,175.7491752900633,177.1445086365533,171.9717865204145,297.5251216667309,3192.879514875589,6898.650683777855,5027.912214493151,4126.464628251161,3539.974899967641,2356.0428761354683,1623.9945283798538,1404.7346676133066,1456.6569632832166,1542.4351683583664,1559.1549921139344,1158.953412115824,935.5033372172726,123.79393884753485,106.19924699902924,70.68128628406404,48.719835851395615,42.1420400283992,43.699708898496496,46.27305505075099,46.77464976341803,34.76860236347472,28.065100116518177,4002.670689403626,3433.775652968612,2285.361589851404,1575.2746925284582,1362.5926275849074,1412.95725438472,1496.1621133076153,1512.3803423505165,1124.184809752349,907.4382371007543
9.175414364640885,8,1029446,2248539,215,70378480,2.52,0.0069023918705162,432,5,10,6566632,USAO,62587,24081,38.48,131,6.0,3.2,4.0,4.0,1.32354998588562,6.0,4.0,0.9831759929656982,1.0555399656295776,111.60099792480467,19370559,119.936,1.7206750237282122,0.3834834826957264,397.85047442475167,138,110.52196312860691,0.6593028374479881,0.0402479498055538,0.5730659025787965,80.71946739060712,0.0,32.555576034376095,175.7491752900633,177.1445086365533,171.9717865204145,297.5251216667309,3192.879514875589,6898.650683777855,5027.912214493151,4126.464628251161,3539.974899967641,2356.0428761354683,1623.9945283798538,1404.7346676133066,1456.6569632832166,1542.4351683583664,1559.1549921139344,1158.953412115824,935.5033372172726,123.79393884753485,106.19924699902924,70.68128628406404,48.719835851395615,42.1420400283992,43.699708898496496,46.27305505075099,46.77464976341803,34.76860236347472,28.065100116518177,4002.670689403626,3433.775652968612,2285.361589851404,1575.2746925284582,1362.5926275849074,1412.95725438472,1496.1621133076153,1512.3803423505165,1124.184809752349,907.4382371007543
9.175414364640885,8,1029446,2259267,215,70378480,6.54,0.01207209724745,432,5,10,6566632,USAO,35785,5152,14.4,132,9.3,4.2,5.0,8.4,3.446510076522827,9.300000190734863,8.399999618530273,0.9777960181236268,2.7189199924468994,354.48199462890625,3543130,423.141,5.417615398471462,1.1341709770771458,484.5162535973381,66,131.95944536209066,4.618381071002927,0.4977008791434366,2.941176470588235,89.77099208232102,0.0,50.39730222108214,175.7491752900633,177.1445086365533,171.9717865204145,297.5251216667309,3192.879514875589,6898.650683777855,5027.912214493151,4126.464628251161,3539.974899967641,2356.0428761354683,1623.9945283798538,1404.7346676133066,1456.6569632832166,1542.4351683583664,1559.1549921139344,1158.953412115824,935.5033372172726,123.79393884753485,106.19924699902924,70.68128628406404,48.719835851395615,42.1420400283992,43.699708898496496,46.27305505075099,46.77464976341803,34.76860236347472,28.065100116518177,4002.670689403626,3433.775652968612,2285.361589851404,1575.2746925284582,1362.5926275849074,1412.95725438472,1496.1621133076153,1512.3803423505165,1124.184809752349,907.4382371007543
9.175414364640885,8,1029446,2259276,215,70378480,3.89,0.0034319761668321,432,5,10,6566632,USAO,125875,32200,25.58,132,8.3,4.0,4.0,7.0,1.92631995677948,8.300000190734863,7.0,0.987089991569519,1.7917200326919556,107.93499755859376,1482110,275.132,3.367936026646702,0.5797685298919076,344.0842919983416,68,90.65205268977786,1.7948453464001055,0.1650345011972163,2.941176470588235,87.3470886574745,0.0,44.97564757925799,175.7491752900633,177.1445086365533,171.9717865204145,297.5251216667309,3192.879514875589,6898.650683777855,5027.912214493151,4126.464628251161,3539.974899967641,2356.0428761354683,1623.9945283798538,1404.7346676133066,1456.6569632832166,1542.4351683583664,1559.1549921139344,1158.953412115824,935.5033372172726,123.79393884753485,106.19924699902924,70.68128628406404,48.719835851395615,42.1420400283992,43.699708898496496,46.27305505075099,46.77464976341803,34.76860236347472,28.065100116518177,4002.670689403626,3433.775652968612,2285.361589851404,1575.2746925284582,1362.5926275849074,1412.95725438472,1496.1621133076153,1512.3803423505165,1124.184809752349,907.4382371007543
9.175414364640885,8,1029446,2548004,215,70378480,3.05,0.0057837519413056,432,5,10,6566632,USAO,74692,18369,24.59,132,6.5,3.6,4.2,5.0,1.5164400339126587,6.5,5.0,0.9842090010643004,1.3969099521636963,143.58900451660156,6433319,174.498,1.803790957607461,0.3691546303719754,471.071119895924,138,89.46066610538195,0.8790530874305571,0.0376095189335122,0.9569377990430622,86.05754580241667,0.0,27.74539824262889,175.7491752900633,177.1445086365533,171.9717865204145,297.5251216667309,3192.879514875589,6898.650683777855,5027.912214493151,4126.464628251161,3539.974899967641,2356.0428761354683,1623.9945283798538,1404.7346676133066,1456.6569632832166,1542.4351683583664,1559.1549921139344,1158.953412115824,935.5033372172726,123.79393884753485,106.19924699902924,70.68128628406404,48.719835851395615,42.1420400283992,43.699708898496496,46.27305505075099,46.77464976341803,34.76860236347472,28.065100116518177,4002.670689403626,3433.775652968612,2285.361589851404,1575.2746925284582,1362.5926275849074,1412.95725438472,1496.1621133076153,1512.3803423505165,1124.184809752349,907.4382371007543
9.175414364640885,8,1029446,2548006,215,70378480,6.11,0.0040595017713335,432,5,10,6566632,USAO,106417,13368,12.56,132,9.3,3.0,5.5,8.5,3.115540027618408,9.300000190734863,8.5,0.9890260100364684,2.700890064239502,299.1940002441406,4230827,395.993,4.869605859254915,1.0747457115399537,407.7707689376471,69,118.27697254122172,3.126178497720024,0.5288321579189619,2.898550724637681,89.58885921063082,0.0,50.25230816780253,175.7491752900633,177.1445086365533,171.9717865204145,297.5251216667309,3192.879514875589,6898.650683777855,5027.912214493151,4126.464628251161,3539.974899967641,2356.0428761354683,1623.9945283798538,1404.7346676133066,1456.6569632832166,1542.4351683583664,1559.1549921139344,1158.953412115824,935.5033372172726,123.79393884753485,106.19924699902924,70.68128628406404,48.719835851395615,42.1420400283992,43.699708898496496,46.27305505075099,46.77464976341803,34.76860236347472,28.065100116518177,4002.670689403626,3433.775652968612,2285.361589851404,1575.2746925284582,1362.5926275849074,1412.95725438472,1496.1621133076153,1512.3803423505165,1124.184809752349,907.4382371007543
9.175414364640885,8,1029446,2783227,215,70378480,7.01,0.0149109485020019,432,5,10,6566632,USAO,28972,5231,18.06,132,9.5,4.3,3.0,9.0,3.730890035629273,9.5,9.0,0.8996520042419434,2.8387300968170166,132.5240020751953,2165650,309.987,8.650668672016625,1.3138633811378897,596.8961383691471,34,129.44006992963438,5.440364283489852,0.4591884221877099,3.333333333333333,89.69929447641998,0.0,47.50910029440224,175.7491752900633,177.1445086365533,171.9717865204145,297.5251216667309,3192.879514875589,6898.650683777855,5027.912214493151,4126.464628251161,3539.974899967641,2356.0428761354683,1623.9945283798538,1404.7346676133066,1456.6569632832166,1542.4351683583664,1559.1549921139344,1158.953412115824,935.5033372172726,123.79393884753485,106.19924699902924,70.68128628406404,48.719835851395615,42.1420400283992,43.699708898496496,46.27305505075099,46.77464976341803,34.76860236347472,28.065100116518177,4002.670689403626,3433.775652968612,2285.361589851404,1575.2746925284582,1362.5926275849074,1412.95725438472,1496.1621133076153,1512.3803423505165,1124.184809752349,907.4382371007543
9.528961078761876,4,1074758,2249059,222.22,76360646,7.98,0.0022985655229518,2243,5,2,9531903,xi,975826,23863,2.45,258,9.8,4,6.0,9.6,3.7693700790405273,9.800000190734863,9.600000381469728,0.99624502658844,3.869379997253418,1001.1400146484376,124493,993.989,5.304579241250877,0.9164800832995866,488.27963299732255,66,94.30597127088063,3.2622870091974514,0.1842536029202106,2.2222222222222223,86.83758764169356,0.0,32.92796605462144,429.0736942195956,481.51450114623793,474.4226005319414,477.5804310115913,523.0220337526886,741.7818112514603,6552.901986034729,5020.472693550051,2895.6220219331785,1910.111158278316,1786.9886985164278,1590.9264762294906,1557.5855373845206,1419.5532167690735,1401.383790175354,1605.1069107372389,1464.0035511678284,150.61418080650154,86.86866065799535,57.30333474834948,53.60966095549284,47.72779428688472,46.72756612153562,42.5865965030722,42.04151370526062,48.15320732211716,43.92010653503485,4869.85851274355,2808.753361275183,1852.8078235299663,1733.3790375609349,1543.1986819426058,1510.857971262985,1376.9666202660012,1359.342276470093,1556.9537034151217,1420.0834446327935
9.528961078761876,4,1074758,2271070,222.22,76360646,7.36,0.0018703340668467,2243,5,2,9531903,xi,1199251,29147,2.43,258,9.6,4,5.5,9.2,3.4743399620056152,9.600000381469728,9.199999809265137,0.9954890012741088,3.5699000358581543,737.1599731445312,5774823,788.233,6.595296345449348,0.8940120397867188,508.4220687578383,65,94.53383490865016,3.4365840294235794,0.2394451708566146,2.238805970149253,89.6822812008328,0.0,39.39693608148723,429.0736942195956,481.51450114623793,474.4226005319414,477.5804310115913,523.0220337526886,741.7818112514603,6552.901986034729,5020.472693550051,2895.6220219331785,1910.111158278316,1786.9886985164278,1590.9264762294906,1557.5855373845206,1419.5532167690735,1401.383790175354,1605.1069107372389,1464.0035511678284,150.61418080650154,86.86866065799535,57.30333474834948,53.60966095549284,47.72779428688472,46.72756612153562,42.5865965030722,42.04151370526062,48.15320732211716,43.92010653503485,4869.85851274355,2808.753361275183,1852.8078235299663,1733.3790375609349,1543.1986819426058,1510.857971262985,1376.9666202660012,1359.342276470093,1556.9537034151217,1420.0834446327935
